Adapted start,Adapted end,Classification,,,,,
851.75,852.25,traffic,,,,,
852.25,852.75,traffic,,,,,
852.75,853.25,traffic,,,,,
853.25,853.75,other,,,,,
853.75,854.25,other,,,,,
854.25,854.75,traffic,,,,,
854.75,855.25,other,,,,,
855.25,855.75,other,,,,,
855.75,856.25,traffic,,,,,
856.25,856.75,traffic,,,,,
856.75,857.25,other,,,,,
857.25,857.75,traffic,,,,,
857.75,858.25,traffic,,,,,
858.25,858.75,other,,,,,
858.75,859.25,other,,,,,
859.25,859.75,other,,,,,
859.75,860.25,traffic,,,,,
860.25,860.75,other,,,,,
860.75,861.25,other,,,,,
861.25,861.75,traffic,,,,,
861.75,862.25,traffic,,,,,
862.25,862.75,traffic,,,,,
862.75,863.25,traffic,,,,,
863.25,863.75,traffic,,,,,
863.75,864.25,other,,,,,
864.25,864.75,traffic,,,,,
864.75,865.25,traffic,,,,,
865.25,865.75,other,,,,,
865.75,866.25,other,,,,,
866.25,866.75,other,,,,,
866.75,867.25,other,,,,,
867.25,867.75,other,,,,,
867.75,868.25,traffic,,,,,
868.25,868.75,traffic,,,,,
868.75,869.25,other,,,,,
869.25,869.75,other,,,,,
869.75,870.25,other,,,,,
870.25,870.75,other,,,,,
870.75,871.25,other,,,,,
871.25,871.75,other,,,,,
871.75,872.25,other,,,,,
872.25,872.75,other,,,,,
872.75,873.25,traffic,,,,,
873.25,873.75,other,,,,,
873.75,874.25,traffic,,,,,
874.25,874.75,other,,,,,
874.75,875.25,other,,,,,
875.25,875.75,traffic,,,,,
875.75,876.25,other,,,,,
876.25,876.75,traffic,,,,,
876.75,877.25,traffic,,,,,
877.25,877.75,other,,,,,
877.75,878.25,other,,,,,
878.25,878.75,traffic,,,,,
878.75,879.25,traffic,,,,,
879.25,879.75,other,,,,,
879.75,880.25,traffic,,,,,
880.25,880.75,other,,,,,
880.75,881.25,traffic,,,,,
881.25,881.75,other,,,,,
881.75,882.25,traffic,,,,,
882.25,882.75,traffic,,,,,
882.75,883.25,other,,,,,
883.25,883.75,other,,,,,
883.75,884.25,traffic,,,,,
884.25,884.75,other,,,,,
884.75,885.25,other,,,,,
885.25,885.75,other,,,,,
885.75,886.25,traffic,,,,,
886.25,886.75,other,,,,,
886.75,887.25,other,,,,,
887.25,887.75,other,,,,,
887.75,888.25,other,,,,,
888.25,888.75,other,,,,,
888.75,889.25,other,,,,,
889.25,889.75,other,,,,,
889.75,890.25,traffic,,,,,
890.25,890.75,traffic,,,,,
890.75,891.25,traffic,,,,,
891.25,891.75,other,,,,,
891.75,892.25,other,,,,,
892.25,892.75,other,,,,,
892.75,893.25,other,,,,,
893.25,893.75,other,,,,,
893.75,894.25,other,,,,,
894.25,894.75,other,,,,,
894.75,895.25,other,,,,,
895.25,895.75,other,,,,,
895.75,896.25,other,,,,,
896.25,896.75,other,,,,,
896.75,897.25,other,,,,,
897.25,897.75,other,,,,,
897.75,898.25,other,,,,,
898.25,898.75,traffic,,,,,
898.75,899.25,other,,,,,
899.25,899.75,traffic,,,,,
899.75,900.25,traffic,,,,,
900.25,900.75,other,,,,,
900.75,901.25,other,,,,,
901.25,901.75,other,,,,,
901.75,902.25,traffic,,,,,
902.25,902.75,traffic,,,,,
902.75,903.25,other,,,,,
903.25,903.75,other,,,,,
903.75,904.25,other,,,,,
904.25,904.75,traffic,,,,,
904.75,905.25,other,,,,,
905.25,905.75,traffic,,,,,
905.75,906.25,traffic,,,,,
906.25,906.75,traffic,,,,,
906.75,907.25,other,,,,,
907.25,907.75,traffic,,,,,
907.75,908.25,traffic,,,,,
908.25,908.75,other,,,,,
908.75,909.25,traffic,,,,,
909.25,909.75,traffic,,,,,
909.75,910.25,traffic,,,,,
910.25,910.75,traffic,,,,,
910.75,911.25,traffic,,,,,
911.25,911.75,other,,,,,
911.75,912.25,traffic,,,,,
912.25,912.75,traffic,,,,,
912.75,913.25,other,,,,,
913.25,913.75,other,,,,,
913.75,914.25,other,,,,,
914.25,914.75,other,,,,,
914.75,915.25,other,,,,,
915.25,915.75,other,,,,,
915.75,916.25,other,,,,,
916.25,916.75,other,,,,,
916.75,917.25,other,,,,,
917.25,917.75,other,,,,,
917.75,918.25,traffic,,,,,
918.25,918.75,other,,,,,
918.75,919.25,other,,,,,
919.25,919.75,traffic,,,,,
919.75,920.25,other,,,,,
920.25,920.75,traffic,,,,,
920.75,921.25,other,,,,,
921.25,921.75,traffic,,,,,
921.75,922.25,other,,,,,
922.25,922.75,traffic,,,,,
922.75,923.25,other,,,,,
923.25,923.75,traffic,,,,,
923.75,924.25,traffic,,,,,
924.25,924.75,traffic,,,,,
924.75,925.25,traffic,,,,,
925.25,925.75,other,,,,,
925.75,926.25,other,,,,,
926.25,926.75,other,,,,,
926.75,927.25,traffic,,,,,
927.25,927.75,traffic,,,,,
927.75,928.25,traffic,,,,,
928.25,928.75,traffic,,,,,
928.75,929.25,traffic,,,,,
929.25,929.75,other,,,,,
929.75,930.25,other,,,,,
930.25,930.75,other,,,,,
930.75,931.25,other,,,,,
931.25,931.75,other,,,,,
931.75,932.25,other,,,,,
932.25,932.75,other,,,,,
932.75,933.25,other,,,,,
933.25,933.75,other,,,,,
933.75,934.25,other,,,,,
934.25,934.75,other,,,,,
934.75,935.25,other,,,,,
935.25,935.75,other,,,,,
935.75,936.25,other,,,,,
936.25,936.75,other,,,,,
936.75,937.25,traffic,,,,,
937.25,937.75,other,,,,,
937.75,938.25,other,,,,,
938.25,938.75,other,,,,,
938.75,939.25,other,,,,,
939.25,939.75,other,,,,,
939.75,940.25,other,,,,,
940.25,940.75,other,,,,,
940.75,941.25,other,,,,,
941.25,941.75,other,,,,,
941.75,942.25,other,,,,,
942.25,942.75,other,,,,,
942.75,943.25,other,,,,,
943.25,943.75,other,,,,,
943.75,944.25,other,,,,,
944.25,944.75,other,,,,,
944.75,945.25,other,,,,,
945.25,945.75,other,,,,,
945.75,946.25,other,,,,,
946.25,946.75,other,,,,,
946.75,947.25,traffic,,,,,
947.25,947.75,traffic,,,,,
947.75,948.25,traffic,,,,,
948.25,948.75,traffic,,,,,
948.75,949.25,other,,,,,
949.25,949.75,other,,,,,
949.75,950.25,traffic,,,,,
950.25,950.75,traffic,,,,,
950.75,951.25,traffic,,,,,
951.25,951.75,traffic,,,,,
951.75,952.25,traffic,,,,,
952.25,952.75,traffic,,,,,
952.75,953.25,traffic,,,,,
953.25,953.75,traffic,,,,,
953.75,954.25,other,,,,,
954.25,954.75,other,,,,,
954.75,955.25,traffic,,,,,
955.25,955.75,traffic,,,,,
955.75,956.25,traffic,,,,,
956.25,956.75,other,,,,,
956.75,957.25,other,,,,,
957.25,957.75,other,,,,,
957.75,958.25,other,,,,,
958.25,958.75,traffic,,,,,
958.75,959.25,other,,,,,
959.25,959.75,traffic,,,,,
959.75,960.25,other,,,,,
960.25,960.75,traffic,,,,,
960.75,961.25,other,,,,,
961.25,961.75,other,,,,,
961.75,962.25,other,,,,,
962.25,962.75,other,,,,,
962.75,963.25,traffic,,,,,
963.25,963.75,traffic,,,,,
963.75,964.25,traffic,,,,,
964.25,964.75,traffic,,,,,
964.75,965.25,traffic,,,,,
965.25,965.75,traffic,,,,,
965.75,966.25,traffic,,,,,
966.25,966.75,traffic,,,,,
966.75,967.25,traffic,,,,,
967.25,967.75,traffic,,,,,
967.75,968.25,traffic,,,,,
968.25,968.75,traffic,,,,,
968.75,969.25,other,,,,,
969.25,969.75,other,,,,,
969.75,970.25,traffic,,,,,
970.25,970.75,other,,,,,
970.75,971.25,traffic,,,,,
971.25,971.75,other,,,,,
971.75,972.25,other,,,,,
972.25,972.75,other,,,,,
972.75,973.25,other,,,,,
973.25,973.75,other,,,,,
973.75,974.25,other,,,,,
974.25,974.75,traffic,,,,,
974.75,975.25,bee,,,,,
975.25,975.75,other,,,,,
975.75,976.25,other,,,,,
976.25,976.75,other,,,,,
976.75,977.25,other,,,,,
977.25,977.75,other,,,,,
977.75,978.25,other,,,,,
978.25,978.75,traffic,,,,,
978.75,979.25,traffic,,,,,
979.25,979.75,other,,,,,
979.75,980.25,other,,,,,
980.25,980.75,other,,,,,
980.75,981.25,traffic,,,,,
981.25,981.75,other,,,,,
981.75,982.25,other,,,,,
982.25,982.75,other,,,,,
982.75,983.25,traffic,,,,,
983.25,983.75,other,,,,,
983.75,984.25,other,,,,,
984.25,984.75,traffic,,,,,
984.75,985.25,other,,,,,
985.25,985.75,other,,,,,
985.75,986.25,traffic,,,,,
986.25,986.75,other,,,,,
986.75,987.25,other,,,,,
987.25,987.75,other,,,,,
987.75,988.25,other,,,,,
988.25,988.75,other,,,,,
988.75,989.25,traffic,,,,,
989.25,989.75,other,,,,,
989.75,990.25,other,,,,,
990.25,990.75,traffic,,,,,
990.75,991.25,traffic,,,,,
991.25,991.75,traffic,,,,,
991.75,992.25,traffic,,,,,
992.25,992.75,traffic,,,,,
992.75,993.25,other,,,,,
993.25,993.75,other,,,,,
993.75,994.25,other,,,,,
994.25,994.75,other,,,,,
994.75,995.25,traffic,,,,,
995.25,995.75,traffic,,,,,
995.75,996.25,traffic,,,,,
996.25,996.75,traffic,,,,,
996.75,997.25,traffic,,,,,
997.25,997.75,traffic,,,,,
997.75,998.25,traffic,,,,,
998.25,998.75,traffic,,,,,
998.75,999.25,traffic,,,,,
999.25,999.75,traffic,,,,,
999.75,1000.25,other,,,,,
1000.25,1000.75,other,,,,,
1000.75,1001.25,traffic,,,,,
1001.25,1001.75,traffic,,,,,
1001.75,1002.25,traffic,,,,,
1002.25,1002.75,other,,,,,
1002.75,1003.25,other,,,,,
1003.25,1003.75,other,,,,,
1003.75,1004.25,other,,,,,
1004.25,1004.75,other,,,,,
1004.75,1005.25,traffic,,,,,
1005.25,1005.75,traffic,,,,,
1005.75,1006.25,traffic,,,,,
1006.25,1006.75,traffic,,,,,
1006.75,1007.25,traffic,,,,,
1007.25,1007.75,traffic,,,,,
1007.75,1008.25,traffic,,,,,
1008.25,1008.75,other,,,,,
1008.75,1009.25,traffic,,,,,
1009.25,1009.75,other,,,,,
1009.75,1010.25,traffic,,,,,
1010.25,1010.75,traffic,,,,,
1010.75,1011.25,traffic,,,,,
1011.25,1011.75,traffic,,,,,
1011.75,1012.25,traffic,,,,,
1012.25,1012.75,traffic,,,,,
1012.75,1013.25,traffic,,,,,
1013.25,1013.75,traffic,,,,,
1013.75,1014.25,traffic,,,,,
1014.25,1014.75,other,,,,,
1014.75,1015.25,other,,,,,
1015.25,1015.75,traffic,,,,,
1015.75,1016.25,traffic,,,,,
1016.25,1016.75,other,,,,,
1016.75,1017.25,traffic,,,,,
1017.25,1017.75,traffic,,,,,
1017.75,1018.25,traffic,,,,,
1018.25,1018.75,traffic,,,,,
1018.75,1019.25,other,,,,,
1019.25,1019.75,traffic,,,,,
1019.75,1020.25,other,,,,,
1020.25,1020.75,other,,,,,
1020.75,1021.25,traffic,,,,,
1021.25,1021.75,traffic,,,,,
1021.75,1022.25,traffic,,,,,
1022.25,1022.75,traffic,,,,,
1022.75,1023.25,traffic,,,,,
1023.25,1023.75,traffic,,,,,
1023.75,1024.25,other,,,,,
1024.25,1024.75,other,,,,,
1024.75,1025.25,other,,,,,
1025.25,1025.75,other,,,,,
1025.75,1026.25,other,,,,,
1026.25,1026.75,other,,,,,
1026.75,1027.25,other,,,,,
1027.25,1027.75,traffic,,,,,
1027.75,1028.25,traffic,,,,,
1028.25,1028.75,other,,,,,
1028.75,1029.25,other,,,,,
1029.25,1029.75,traffic,,,,,
1029.75,1030.25,traffic,,,,,
1030.25,1030.75,traffic,,,,,
1030.75,1031.25,other,,,,,
1031.25,1031.75,other,,,,,
1031.75,1032.25,other,,,,,
1032.25,1032.75,other,,,,,
1032.75,1033.25,other,,,,,
1033.25,1033.75,other,,,,,
1033.75,1034.25,other,,,,,
1034.25,1034.75,traffic,,,,,
1034.75,1035.25,other,,,,,
1035.25,1035.75,other,,,,,
1035.75,1036.25,other,,,,,
1036.25,1036.75,other,,,,,
1036.75,1037.25,other,,,,,
1037.25,1037.75,other,,,,,
1037.75,1038.25,other,,,,,
1038.25,1038.75,other,,,,,
1038.75,1039.25,other,,,,,
1039.25,1039.75,other,,,,,
1039.75,1040.25,other,,,,,
1040.25,1040.75,traffic,,,,,
1040.75,1041.25,other,,,,,
1041.25,1041.75,other,,,,,
1041.75,1042.25,traffic,,,,,
1042.25,1042.75,traffic,,,,,
1042.75,1043.25,traffic,,,,,
1043.25,1043.75,traffic,,,,,
1043.75,1044.25,traffic,,,,,
1044.25,1044.75,traffic,,,,,
1044.75,1045.25,traffic,,,,,
1045.25,1045.75,traffic,,,,,
1045.75,1046.25,other,,,,,
1046.25,1046.75,traffic,,,,,
1046.75,1047.25,traffic,,,,,
1047.25,1047.75,traffic,,,,,
1047.75,1048.25,traffic,,,,,
1048.25,1048.75,traffic,,,,,
1048.75,1049.25,other,,,,,
1049.25,1049.75,traffic,,,,,
1049.75,1050.25,traffic,,,,,
1050.25,1050.75,other,,,,,
1050.75,1051.25,other,,,,,
1051.25,1051.75,other,,,,,
1051.75,1052.25,other,,,,,
1052.25,1052.75,other,,,,,
1052.75,1053.25,traffic,,,,,
1053.25,1053.75,traffic,,,,,
1053.75,1054.25,traffic,,,,,
1054.25,1054.75,traffic,,,,,
1054.75,1055.25,traffic,,,,,
1055.25,1055.75,traffic,,,,,
1055.75,1056.25,traffic,,,,,
1056.25,1056.75,other,,,,,
1056.75,1057.25,traffic,,,,,
1057.25,1057.75,traffic,,,,,
1057.75,1058.25,traffic,,,,,
1058.25,1058.75,traffic,,,,,
1058.75,1059.25,traffic,,,,,
1059.25,1059.75,traffic,,,,,
1059.75,1060.25,traffic,,,,,
1060.25,1060.75,traffic,,,,,
1060.75,1061.25,other,,,,,
1061.25,1061.75,traffic,,,,,
1061.75,1062.25,traffic,,,,,
1062.25,1062.75,traffic,,,,,
1062.75,1063.25,traffic,,,,,
1063.25,1063.75,traffic,,,,,
1063.75,1064.25,traffic,,,,,
1064.25,1064.75,traffic,,,,,
1064.75,1065.25,other,,,,,
1065.25,1065.75,traffic,,,,,
1065.75,1066.25,traffic,,,,,
1066.25,1066.75,traffic,,,,,
1066.75,1067.25,traffic,,,,,
1067.25,1067.75,traffic,,,,,
1067.75,1068.25,traffic,,,,,
1068.25,1068.75,traffic,,,,,
1068.75,1069.25,traffic,,,,,
1069.25,1069.75,traffic,,,,,
1069.75,1070.25,traffic,,,,,
1070.25,1070.75,traffic,,,,,
1070.75,1071.25,traffic,,,,,
1071.25,1071.75,other,,,,,
1071.75,1072.25,traffic,,,,,
1072.25,1072.75,other,,,,,
1072.75,1073.25,other,,,,,
1073.25,1073.75,other,,,,,
1073.75,1074.25,other,,,,,
1074.25,1074.75,other,,,,,
1074.75,1075.25,other,,,,,
1075.25,1075.75,other,,,,,
1075.75,1076.25,other,,,,,
1076.25,1076.75,other,,,,,
1076.75,1077.25,other,,,,,
1077.25,1077.75,other,,,,,
1077.75,1078.25,traffic,,,,,
1078.25,1078.75,traffic,,,,,
1078.75,1079.25,traffic,,,,,
1079.25,1079.75,traffic,,,,,
1079.75,1080.25,traffic,,,,,
1080.25,1080.75,traffic,,,,,
1080.75,1081.25,traffic,,,,,
1081.25,1081.75,other,,,,,
1081.75,1082.25,other,,,,,
1082.25,1082.75,other,,,,,
1082.75,1083.25,traffic,,,,,
1083.25,1083.75,traffic,,,,,
1083.75,1084.25,traffic,,,,,
1084.25,1084.75,traffic,,,,,
1084.75,1085.25,traffic,,,,,
1085.25,1085.75,traffic,,,,,
1085.75,1086.25,traffic,,,,,
1086.25,1086.75,traffic,,,,,
1086.75,1087.25,traffic,,,,,
1087.25,1087.75,traffic,,,,,
1087.75,1088.25,traffic,,,,,
1088.25,1088.75,traffic,,,,,
1088.75,1089.25,traffic,,,,,
1089.25,1089.75,other,,,,,
1089.75,1090.25,other,,,,,
1090.25,1090.75,other,,,,,
1090.75,1091.25,other,,,,,
1091.25,1091.75,other,,,,,
1091.75,1092.25,other,,,,,
1092.25,1092.75,other,,,,,
1092.75,1093.25,other,,,,,
1093.25,1093.75,other,,,,,
1093.75,1094.25,other,,,,,
1094.25,1094.75,other,,,,,
1094.75,1095.25,traffic,,,,,
1095.25,1095.75,other,,,,,
1095.75,1096.25,other,,,,,
1096.25,1096.75,other,,,,,
1096.75,1097.25,other,,,,,
1097.25,1097.75,traffic,,,,,
1097.75,1098.25,traffic,,,,,
1098.25,1098.75,traffic,,,,,
1098.75,1099.25,traffic,,,,,
1099.25,1099.75,other,,,,,
1099.75,1100.25,other,,,,,
1100.25,1100.75,traffic,,,,,
1100.75,1101.25,traffic,,,,,
1101.25,1101.75,traffic,,,,,
1101.75,1102.25,traffic,,,,,
1102.25,1102.75,other,,,,,
1102.75,1103.25,other,,,,,
1103.25,1103.75,other,,,,,
1103.75,1104.25,other,,,,,
1104.25,1104.75,other,,,,,
1104.75,1105.25,other,,,,,
1105.25,1105.75,other,,,,,
1105.75,1106.25,other,,,,,
1106.25,1106.75,other,,,,,
1106.75,1107.25,other,,,,,
1107.25,1107.75,traffic,,,,,
1107.75,1108.25,other,,,,,
1108.25,1108.75,other,,,,,
1108.75,1109.25,other,,,,,
1109.25,1109.75,other,,,,,
1109.75,1110.25,other,,,,,
1110.25,1110.75,other,,,,,
1110.75,1111.25,other,,,,,
1111.25,1111.75,other,,,,,
1111.75,1112.25,traffic,,,,,
1112.25,1112.75,traffic,,,,,
1112.75,1113.25,other,,,,,
1113.25,1113.75,other,,,,,
1113.75,1114.25,other,,,,,
1114.25,1114.75,other,,,,,
1114.75,1115.25,other,,,,,
1115.25,1115.75,other,,,,,
1115.75,1116.25,traffic,,,,,
1116.25,1116.75,traffic,,,,,
1116.75,1117.25,traffic,,,,,
1117.25,1117.75,traffic,,,,,
1117.75,1118.25,traffic,,,,,
1118.25,1118.75,traffic,,,,,
1118.75,1119.25,traffic,,,,,
1119.25,1119.75,traffic,,,,,
1119.75,1120.25,other,,,,,
1120.25,1120.75,other,,,,,
1120.75,1121.25,other,,,,,
1121.25,1121.75,traffic,,,,,
1121.75,1122.25,traffic,,,,,
1122.25,1122.75,traffic,,,,,
1122.75,1123.25,other,,,,,
1123.25,1123.75,traffic,,,,,
1123.75,1124.25,traffic,,,,,
1124.25,1124.75,traffic,,,,,
1124.75,1125.25,traffic,,,,,
1125.25,1125.75,other,,,,,
1125.75,1126.25,traffic,,,,,
1126.25,1126.75,other,,,,,
1126.75,1127.25,traffic,,,,,
1127.25,1127.75,traffic,,,,,
1127.75,1128.25,traffic,,,,,
1128.25,1128.75,other,,,,,
1128.75,1129.25,other,,,,,
1129.25,1129.75,other,,,,,
1129.75,1130.25,other,,,,,
1130.25,1130.75,other,,,,,
1130.75,1131.25,other,,,,,
1131.25,1131.75,other,,,,,
1131.75,1132.25,traffic,,,,,
1132.25,1132.75,traffic,,,,,
1132.75,1133.25,traffic,,,,,
1133.25,1133.75,traffic,,,,,
1133.75,1134.25,other,,,,,
1134.25,1134.75,other,,,,,
1134.75,1135.25,other,,,,,
1135.25,1135.75,traffic,,,,,
1135.75,1136.25,traffic,,,,,
1136.25,1136.75,traffic,,,,,
1136.75,1137.25,traffic,,,,,
1137.25,1137.75,other,,,,,
1137.75,1138.25,other,,,,,
1138.25,1138.75,other,,,,,
1138.75,1139.25,other,,,,,
1139.25,1139.75,other,,,,,
1139.75,1140.25,other,,,,,
1140.25,1140.75,other,,,,,
1140.75,1141.25,other,,,,,
1141.25,1141.75,other,,,,,
1141.75,1142.25,other,,,,,
1142.25,1142.75,other,,,,,
1142.75,1143.25,other,,,,,
1143.25,1143.75,other,,,,,
1143.75,1144.25,other,,,,,
1144.25,1144.75,traffic,,,,,
1144.75,1145.25,traffic,,,,,
1145.25,1145.75,traffic,,,,,
1145.75,1146.25,other,,,,,
1146.25,1146.75,other,,,,,
1146.75,1147.25,other,,,,,
1147.25,1147.75,other,,,,,
1147.75,1148.25,traffic,,,,,
1148.25,1148.75,traffic,,,,,
1148.75,1149.25,traffic,,,,,
1149.25,1149.75,traffic,,,,,
1149.75,1150.25,traffic,,,,,
1150.25,1150.75,traffic,,,,,
1150.75,1151.25,traffic,,,,,
1151.25,1151.75,traffic,,,,,
1151.75,1152.25,traffic,,,,,
1152.25,1152.75,traffic,,,,,
1152.75,1153.25,traffic,,,,,
1153.25,1153.75,traffic,,,,,
1153.75,1154.25,other,,,,,
1154.25,1154.75,traffic,,,,,
1154.75,1155.25,other,,,,,
1155.25,1155.75,traffic,,,,,
1155.75,1156.25,traffic,,,,,
1156.25,1156.75,traffic,,,,,
1156.75,1157.25,traffic,,,,,
1157.25,1157.75,traffic,,,,,
1157.75,1158.25,traffic,,,,,
1158.25,1158.75,other,,,,,
1158.75,1159.25,traffic,,,,,
1159.25,1159.75,traffic,,,,,
1159.75,1160.25,other,,,,,
1160.25,1160.75,traffic,,,,,
1160.75,1161.25,traffic,,,,,
1161.25,1161.75,traffic,,,,,
1161.75,1162.25,traffic,,,,,
1162.25,1162.75,traffic,,,,,
1162.75,1163.25,traffic,,,,,
1163.25,1163.75,traffic,,,,,
1163.75,1164.25,traffic,,,,,
1164.25,1164.75,traffic,,,,,
1164.75,1165.25,traffic,,,,,
1165.25,1165.75,traffic,,,,,
1165.75,1166.25,traffic,,,,,
1166.25,1166.75,traffic,,,,,
1166.75,1167.25,traffic,,,,,
1167.25,1167.75,traffic,,,,,
1167.75,1168.25,traffic,,,,,
1168.25,1168.75,traffic,,,,,
1168.75,1169.25,traffic,,,,,
1169.25,1169.75,traffic,,,,,
1169.75,1170.25,traffic,,,,,
1170.25,1170.75,traffic,,,,,
1170.75,1171.25,other,,,,,
1171.25,1171.75,other,,,,,
1171.75,1172.25,traffic,,,,,
1172.25,1172.75,traffic,,,,,
1172.75,1173.25,traffic,,,,,
1173.25,1173.75,traffic,,,,,
1173.75,1174.25,traffic,,,,,
1174.25,1174.75,traffic,,,,,
1174.75,1175.25,traffic,,,,,
1175.25,1175.75,traffic,,,,,
1175.75,1176.25,traffic,,,,,
1176.25,1176.75,other,,,,,
1176.75,1177.25,other,,,,,
1177.25,1177.75,traffic,,,,,
1177.75,1178.25,traffic,,,,,
1178.25,1178.75,other,,,,,
1178.75,1179.25,traffic,,,,,
1179.25,1179.75,traffic,,,,,
1179.75,1180.25,traffic,,,,,
1180.25,1180.75,traffic,,,,,
1180.75,1181.25,traffic,,,,,
1181.25,1181.75,traffic,,,,,
1181.75,1182.25,traffic,,,,,
1182.25,1182.75,traffic,,,,,
1182.75,1183.25,traffic,,,,,
1183.25,1183.75,traffic,,,,,
1183.75,1184.25,traffic,,,,,
1184.25,1184.75,traffic,,,,,
1184.75,1185.25,traffic,,,,,
1185.25,1185.75,traffic,,,,,
1185.75,1186.25,traffic,,,,,
1186.25,1186.75,traffic,,,,,
1186.75,1187.25,traffic,,,,,
1187.25,1187.75,traffic,,,,,
1187.75,1188.25,traffic,,,,,
1188.25,1188.75,traffic,,,,,
1188.75,1189.25,traffic,,,,,
1189.25,1189.75,traffic,,,,,
1189.75,1190.25,traffic,,,,,
1190.25,1190.75,other,,,,,
1190.75,1191.25,traffic,,,,,
1191.25,1191.75,traffic,,,,,
1191.75,1192.25,traffic,,,,,
1192.25,1192.75,traffic,,,,,
1192.75,1193.25,traffic,,,,,
1193.25,1193.75,other,,,,,
1193.75,1194.25,other,,,,,
1194.25,1194.75,traffic,,,,,
1194.75,1195.25,traffic,,,,,
1195.25,1195.75,traffic,,,,,
1195.75,1196.25,traffic,,,,,
1196.25,1196.75,traffic,,,,,
1196.75,1197.25,traffic,,,,,
1197.25,1197.75,other,,,,,
1197.75,1198.25,traffic,,,,,
1198.25,1198.75,other,,,,,
1198.75,1199.25,other,,,,,
1199.25,1199.75,traffic,,,,,
1199.75,1200.25,other,,,,,
1200.25,1200.75,other,,,,,
1200.75,1201.25,other,,,,,
1201.25,1201.75,traffic,,,,,
1201.75,1202.25,traffic,,,,,
1202.25,1202.75,traffic,,,,,
1202.75,1203.25,other,,,,,
1203.25,1203.75,other,,,,,
1203.75,1204.25,traffic,,,,,
1204.25,1204.75,traffic,,,,,
1204.75,1205.25,traffic,,,,,
1205.25,1205.75,traffic,,,,,
1205.75,1206.25,traffic,,,,,
1206.25,1206.75,other,,,,,
1206.75,1207.25,other,,,,,
1207.25,1207.75,other,,,,,
1207.75,1208.25,traffic,,,,,
1208.25,1208.75,traffic,,,,,
1208.75,1209.25,traffic,,,,,
1209.25,1209.75,other,,,,,
1209.75,1210.25,other,,,,,
1210.25,1210.75,traffic,,,,,
1210.75,1211.25,other,,,,,
1211.25,1211.75,other,,,,,
1211.75,1212.25,traffic,,,,,
1212.25,1212.75,other,,,,,
1212.75,1213.25,other,,,,,
1213.25,1213.75,other,,,,,
1213.75,1214.25,traffic,,,,,
1214.25,1214.75,traffic,,,,,
1214.75,1215.25,other,,,,,
1215.25,1215.75,other,,,,,
1215.75,1216.25,other,,,,,
1216.25,1216.75,traffic,,,,,
1216.75,1217.25,traffic,,,,,
1217.25,1217.75,traffic,,,,,
1217.75,1218.25,other,,,,,
1218.25,1218.75,traffic,,,,,
1218.75,1219.25,traffic,,,,,
1219.25,1219.75,traffic,,,,,
1219.75,1220.25,traffic,,,,,
1220.25,1220.75,traffic,,,,,
1220.75,1221.25,traffic,,,,,
1221.25,1221.75,traffic,,,,,
1221.75,1222.25,other,,,,,
1222.25,1222.75,traffic,,,,,
1222.75,1223.25,traffic,,,,,
1223.25,1223.75,other,,,,,
1223.75,1224.25,traffic,,,,,
1224.25,1224.75,traffic,,,,,
1224.75,1225.25,traffic,,,,,
1225.25,1225.75,traffic,,,,,
1225.75,1226.25,other,,,,,
1226.25,1226.75,other,,,,,
1226.75,1227.25,traffic,,,,,
1227.25,1227.75,other,,,,,
1227.75,1228.25,traffic,,,,,
1228.25,1228.75,other,,,,,
1228.75,1229.25,other,,,,,
1229.25,1229.75,other,,,,,
1229.75,1230.25,other,,,,,
1230.25,1230.75,other,,,,,
1230.75,1231.25,traffic,,,,,
1231.25,1231.75,traffic,,,,,
1231.75,1232.25,traffic,,,,,
1232.25,1232.75,other,,,,,
1232.75,1233.25,other,,,,,
1233.25,1233.75,other,,,,,
1233.75,1234.25,other,,,,,
1234.25,1234.75,other,,,,,
1234.75,1235.25,traffic,,,,,
1235.25,1235.75,other,,,,,
1235.75,1236.25,traffic,,,,,
1236.25,1236.75,traffic,,,,,
1236.75,1237.25,traffic,,,,,
1237.25,1237.75,traffic,,,,,
1237.75,1238.25,traffic,,,,,
1238.25,1238.75,other,,,,,
1238.75,1239.25,traffic,,,,,
1239.25,1239.75,other,,,,,
1239.75,1240.25,traffic,,,,,
1240.25,1240.75,traffic,,,,,
1240.75,1241.25,other,,,,,
1241.25,1241.75,other,,,,,
1241.75,1242.25,traffic,,,,,
1242.25,1242.75,traffic,,,,,
1242.75,1243.25,traffic,,,,,
1243.25,1243.75,traffic,,,,,
1243.75,1244.25,traffic,,,,,
1244.25,1244.75,traffic,,,,,
1244.75,1245.25,traffic,,,,,
1245.25,1245.75,traffic,,,,,
1245.75,1246.25,traffic,,,,,
1246.25,1246.75,traffic,,,,,
1246.75,1247.25,traffic,,,,,
1247.25,1247.75,traffic,,,,,
1247.75,1248.25,traffic,,,,,
1248.25,1248.75,bee,,,,,
1248.75,1249.25,traffic,,,,,
1249.25,1249.75,traffic,,,,,
1249.75,1250.25,traffic,,,,,
1250.25,1250.75,other,,,,,
1250.75,1251.25,other,,,,,
1251.25,1251.75,traffic,,,,,
1251.75,1252.25,traffic,,,,,
1252.25,1252.75,other,,,,,
1252.75,1253.25,traffic,,,,,
1253.25,1253.75,traffic,,,,,
1253.75,1254.25,traffic,,,,,
1254.25,1254.75,traffic,,,,,
