Adapted start,Adapted end,Classification,,,,,
2014.75,2015.25,traffic,,,,,
2015.25,2015.75,traffic,,,,,
2015.75,2016.25,other,,,,,
2016.25,2016.75,other,,,,,
2016.75,2017.25,traffic,,,,,
2017.25,2017.75,other,,,,,
2017.75,2018.25,traffic,,,,,
2018.25,2018.75,traffic,,,,,
2018.75,2019.25,traffic,,,,,
2019.25,2019.75,traffic,,,,,
2019.75,2020.25,other,,,,,
2020.25,2020.75,other,,,,,
2020.75,2021.25,other,,,,,
2021.25,2021.75,other,,,,,
2021.75,2022.25,traffic,,,,,
2022.25,2022.75,other,,,,,
2022.75,2023.25,traffic,,,,,
2023.25,2023.75,traffic,,,,,
2023.75,2024.25,traffic,,,,,
2024.25,2024.75,traffic,,,,,
2024.75,2025.25,traffic,,,,,
2025.25,2025.75,traffic,,,,,
2025.75,2026.25,traffic,,,,,
2026.25,2026.75,traffic,,,,,
2026.75,2027.25,traffic,,,,,
2027.25,2027.75,traffic,,,,,
2027.75,2028.25,other,,,,,
2028.25,2028.75,traffic,,,,,
2028.75,2029.25,traffic,,,,,
2029.25,2029.75,traffic,,,,,
2029.75,2030.25,other,,,,,
2030.25,2030.75,other,,,,,
2030.75,2031.25,traffic,,,,,
2031.25,2031.75,traffic,,,,,
2031.75,2032.25,traffic,,,,,
2032.25,2032.75,traffic,,,,,
2032.75,2033.25,traffic,,,,,
2033.25,2033.75,traffic,,,,,
2033.75,2034.25,traffic,,,,,
2034.25,2034.75,other,,,,,
2034.75,2035.25,other,,,,,
2035.25,2035.75,other,,,,,
2035.75,2036.25,other,,,,,
2036.25,2036.75,other,,,,,
2036.75,2037.25,other,,,,,
2037.25,2037.75,other,,,,,
2037.75,2038.25,traffic,,,,,
2038.25,2038.75,traffic,,,,,
2038.75,2039.25,traffic,,,,,
2039.25,2039.75,traffic,,,,,
2039.75,2040.25,other,,,,,
2040.25,2040.75,other,,,,,
2040.75,2041.25,other,,,,,
2041.25,2041.75,other,,,,,
2041.75,2042.25,other,,,,,
2042.25,2042.75,other,,,,,
2042.75,2043.25,other,,,,,
2043.25,2043.75,other,,,,,
2043.75,2044.25,other,,,,,
2044.25,2044.75,other,,,,,
2044.75,2045.25,other,,,,,
2045.25,2045.75,other,,,,,
2045.75,2046.25,other,,,,,
2046.25,2046.75,traffic,,,,,
2046.75,2047.25,traffic,,,,,
2047.25,2047.75,traffic,,,,,
2047.75,2048.25,other,,,,,
2048.25,2048.75,other,,,,,
2048.75,2049.25,other,,,,,
2049.25,2049.75,traffic,,,,,
2049.75,2050.25,traffic,,,,,
2050.25,2050.75,traffic,,,,,
2050.75,2051.25,traffic,,,,,
2051.25,2051.75,traffic,,,,,
2051.75,2052.25,traffic,,,,,
2052.25,2052.75,traffic,,,,,
2052.75,2053.25,other,,,,,
2053.25,2053.75,other,,,,,
2053.75,2054.25,other,,,,,
2054.25,2054.75,traffic,,,,,
2054.75,2055.25,traffic,,,,,
2055.25,2055.75,other,,,,,
2055.75,2056.25,other,,,,,
2056.25,2056.75,traffic,,,,,
2056.75,2057.25,other,,,,,
2057.25,2057.75,other,,,,,
2057.75,2058.25,other,,,,,
2058.25,2058.75,traffic,,,,,
2058.75,2059.25,traffic,,,,,
2059.25,2059.75,traffic,,,,,
2059.75,2060.25,other,,,,,
2060.25,2060.75,other,,,,,
2060.75,2061.25,traffic,,,,,
2061.25,2061.75,other,,,,,
2061.75,2062.25,other,,,,,
2062.25,2062.75,traffic,,,,,
2062.75,2063.25,other,,,,,
2063.25,2063.75,other,,,,,
2063.75,2064.25,other,,,,,
2064.25,2064.75,other,,,,,
2064.75,2065.25,other,,,,,
2065.25,2065.75,other,,,,,
2065.75,2066.25,other,,,,,
2066.25,2066.75,other,,,,,
2066.75,2067.25,other,,,,,
2067.25,2067.75,other,,,,,
2067.75,2068.25,other,,,,,
2068.25,2068.75,traffic,,,,,
2068.75,2069.25,traffic,,,,,
2069.25,2069.75,traffic,,,,,
2069.75,2070.25,traffic,,,,,
2070.25,2070.75,traffic,,,,,
2070.75,2071.25,traffic,,,,,
2071.25,2071.75,traffic,,,,,
2071.75,2072.25,traffic,,,,,
2072.25,2072.75,traffic,,,,,
2072.75,2073.25,traffic,,,,,
2073.25,2073.75,traffic,,,,,
2073.75,2074.25,traffic,,,,,
2074.25,2074.75,traffic,,,,,
2074.75,2075.25,other,,,,,
2075.25,2075.75,other,,,,,
2075.75,2076.25,other,,,,,
2076.25,2076.75,traffic,,,,,
2076.75,2077.25,other,,,,,
2077.25,2077.75,traffic,,,,,
2077.75,2078.25,traffic,,,,,
2078.25,2078.75,other,,,,,
2078.75,2079.25,traffic,,,,,
2079.25,2079.75,traffic,,,,,
2079.75,2080.25,traffic,,,,,
2080.25,2080.75,traffic,,,,,
2080.75,2081.25,traffic,,,,,
2081.25,2081.75,traffic,,,,,
2081.75,2082.25,other,,,,,
2082.25,2082.75,other,,,,,
2082.75,2083.25,other,,,,,
2083.25,2083.75,other,,,,,
2083.75,2084.25,other,,,,,
2084.25,2084.75,other,,,,,
2084.75,2085.25,other,,,,,
2085.25,2085.75,other,,,,,
2085.75,2086.25,traffic,,,,,
2086.25,2086.75,other,,,,,
2086.75,2087.25,other,,,,,
2087.25,2087.75,traffic,,,,,
2087.75,2088.25,traffic,,,,,
2088.25,2088.75,traffic,,,,,
2088.75,2089.25,other,,,,,
2089.25,2089.75,traffic,,,,,
2089.75,2090.25,other,,,,,
2090.25,2090.75,traffic,,,,,
2090.75,2091.25,traffic,,,,,
2091.25,2091.75,other,,,,,
2091.75,2092.25,other,,,,,
2092.25,2092.75,other,,,,,
2092.75,2093.25,traffic,,,,,
2093.25,2093.75,other,,,,,
2093.75,2094.25,traffic,,,,,
2094.25,2094.75,traffic,,,,,
2094.75,2095.25,traffic,,,,,
2095.25,2095.75,other,,,,,
2095.75,2096.25,traffic,,,,,
2096.25,2096.75,traffic,,,,,
2096.75,2097.25,traffic,,,,,
2097.25,2097.75,traffic,,,,,
2097.75,2098.25,traffic,,,,,
2098.25,2098.75,traffic,,,,,
2098.75,2099.25,traffic,,,,,
2099.25,2099.75,traffic,,,,,
2099.75,2100.25,traffic,,,,,
2100.25,2100.75,other,,,,,
2100.75,2101.25,other,,,,,
2101.25,2101.75,traffic,,,,,
2101.75,2102.25,traffic,,,,,
2102.25,2102.75,traffic,,,,,
2102.75,2103.25,traffic,,,,,
2103.25,2103.75,traffic,,,,,
2103.75,2104.25,other,,,,,
2104.25,2104.75,other,,,,,
2104.75,2105.25,other,,,,,
2105.25,2105.75,other,,,,,
2105.75,2106.25,traffic,,,,,
2106.25,2106.75,traffic,,,,,
2106.75,2107.25,traffic,,,,,
2107.25,2107.75,other,,,,,
2107.75,2108.25,other,,,,,
2108.25,2108.75,other,,,,,
2108.75,2109.25,other,,,,,
2109.25,2109.75,traffic,,,,,
2109.75,2110.25,other,,,,,
2110.25,2110.75,other,,,,,
2110.75,2111.25,other,,,,,
2111.25,2111.75,other,,,,,
2111.75,2112.25,other,,,,,
2112.25,2112.75,other,,,,,
2112.75,2113.25,other,,,,,
2113.25,2113.75,other,,,,,
2113.75,2114.25,traffic,,,,,
2114.25,2114.75,other,,,,,
2114.75,2115.25,traffic,,,,,
2115.25,2115.75,traffic,,,,,
2115.75,2116.25,other,,,,,
2116.25,2116.75,other,,,,,
2116.75,2117.25,other,,,,,
2117.25,2117.75,other,,,,,
2117.75,2118.25,traffic,,,,,
2118.25,2118.75,other,,,,,
2118.75,2119.25,other,,,,,
2119.25,2119.75,other,,,,,
2119.75,2120.25,other,,,,,
2120.25,2120.75,other,,,,,
2120.75,2121.25,traffic,,,,,
2121.25,2121.75,traffic,,,,,
2121.75,2122.25,other,,,,,
2122.25,2122.75,other,,,,,
2122.75,2123.25,other,,,,,
2123.25,2123.75,other,,,,,
2123.75,2124.25,other,,,,,
2124.25,2124.75,other,,,,,
2124.75,2125.25,traffic,,,,,
2125.25,2125.75,other,,,,,
2125.75,2126.25,other,,,,,
2126.25,2126.75,other,,,,,
2126.75,2127.25,traffic,,,,,
2127.25,2127.75,other,,,,,
2127.75,2128.25,other,,,,,
2128.25,2128.75,other,,,,,
2128.75,2129.25,other,,,,,
2129.25,2129.75,other,,,,,
2129.75,2130.25,other,,,,,
2130.25,2130.75,traffic,,,,,
2130.75,2131.25,traffic,,,,,
2131.25,2131.75,traffic,,,,,
2131.75,2132.25,traffic,,,,,
2132.25,2132.75,other,,,,,
2132.75,2133.25,other,,,,,
2133.25,2133.75,other,,,,,
2133.75,2134.25,traffic,,,,,
2134.25,2134.75,other,,,,,
2134.75,2135.25,other,,,,,
2135.25,2135.75,other,,,,,
2135.75,2136.25,traffic,,,,,
2136.25,2136.75,traffic,,,,,
2136.75,2137.25,other,,,,,
2137.25,2137.75,other,,,,,
2137.75,2138.25,other,,,,,
2138.25,2138.75,other,,,,,
2138.75,2139.25,other,,,,,
2139.25,2139.75,other,,,,,
2139.75,2140.25,traffic,,,,,
2140.25,2140.75,traffic,,,,,
2140.75,2141.25,other,,,,,
2141.25,2141.75,other,,,,,
2141.75,2142.25,other,,,,,
2142.25,2142.75,other,,,,,
2142.75,2143.25,other,,,,,
2143.25,2143.75,other,,,,,
2143.75,2144.25,other,,,,,
2144.25,2144.75,other,,,,,
2144.75,2145.25,other,,,,,
2145.25,2145.75,traffic,,,,,
2145.75,2146.25,traffic,,,,,
2146.25,2146.75,traffic,,,,,
2146.75,2147.25,traffic,,,,,
2147.25,2147.75,traffic,,,,,
2147.75,2148.25,traffic,,,,,
2148.25,2148.75,traffic,,,,,
2148.75,2149.25,other,,,,,
2149.25,2149.75,other,,,,,
2149.75,2150.25,traffic,,,,,
2150.25,2150.75,traffic,,,,,
2150.75,2151.25,traffic,,,,,
2151.25,2151.75,traffic,,,,,
2151.75,2152.25,traffic,,,,,
2152.25,2152.75,traffic,,,,,
2152.75,2153.25,traffic,,,,,
2153.25,2153.75,traffic,,,,,
2153.75,2154.25,traffic,,,,,
2154.25,2154.75,traffic,,,,,
2154.75,2155.25,traffic,,,,,
2155.25,2155.75,traffic,,,,,
2155.75,2156.25,traffic,,,,,
2156.25,2156.75,traffic,,,,,
2156.75,2157.25,traffic,,,,,
2157.25,2157.75,traffic,,,,,
2157.75,2158.25,traffic,,,,,
2158.25,2158.75,traffic,,,,,
2158.75,2159.25,traffic,,,,,
2159.25,2159.75,traffic,,,,,
2159.75,2160.25,traffic,,,,,
2160.25,2160.75,traffic,,,,,
2160.75,2161.25,traffic,,,,,
2161.25,2161.75,traffic,,,,,
2161.75,2162.25,traffic,,,,,
2162.25,2162.75,traffic,,,,,
2162.75,2163.25,traffic,,,,,
2163.25,2163.75,traffic,,,,,
2163.75,2164.25,traffic,,,,,
2164.25,2164.75,traffic,,,,,
2164.75,2165.25,traffic,,,,,
2165.25,2165.75,traffic,,,,,
2165.75,2166.25,traffic,,,,,
2166.25,2166.75,traffic,,,,,
2166.75,2167.25,traffic,,,,,
2167.25,2167.75,traffic,,,,,
2167.75,2168.25,traffic,,,,,
2168.25,2168.75,traffic,,,,,
2168.75,2169.25,traffic,,,,,
2169.25,2169.75,traffic,,,,,
2169.75,2170.25,traffic,,,,,
2170.25,2170.75,traffic,,,,,
2170.75,2171.25,traffic,,,,,
2171.25,2171.75,traffic,,,,,
2171.75,2172.25,traffic,,,,,
2172.25,2172.75,traffic,,,,,
2172.75,2173.25,traffic,,,,,
2173.25,2173.75,traffic,,,,,
2173.75,2174.25,traffic,,,,,
2174.25,2174.75,traffic,,,,,
2174.75,2175.25,traffic,,,,,
2175.25,2175.75,traffic,,,,,
2175.75,2176.25,traffic,,,,,
2176.25,2176.75,traffic,,,,,
2176.75,2177.25,traffic,,,,,
2177.25,2177.75,traffic,,,,,
2177.75,2178.25,traffic,,,,,
2178.25,2178.75,traffic,,,,,
2178.75,2179.25,traffic,,,,,
2179.25,2179.75,traffic,,,,,
2179.75,2180.25,traffic,,,,,
2180.25,2180.75,traffic,,,,,
2180.75,2181.25,traffic,,,,,
2181.25,2181.75,traffic,,,,,
2181.75,2182.25,traffic,,,,,
2182.25,2182.75,traffic,,,,,
2182.75,2183.25,traffic,,,,,
2183.25,2183.75,traffic,,,,,
2183.75,2184.25,traffic,,,,,
2184.25,2184.75,traffic,,,,,
2184.75,2185.25,traffic,,,,,
2185.25,2185.75,traffic,,,,,
2185.75,2186.25,traffic,,,,,
2186.25,2186.75,traffic,,,,,
2186.75,2187.25,traffic,,,,,
2187.25,2187.75,traffic,,,,,
2187.75,2188.25,traffic,,,,,
2188.25,2188.75,traffic,,,,,
2188.75,2189.25,traffic,,,,,
2189.25,2189.75,traffic,,,,,
2189.75,2190.25,traffic,,,,,
2190.25,2190.75,traffic,,,,,
2190.75,2191.25,traffic,,,,,
2191.25,2191.75,other,,,,,
2191.75,2192.25,other,,,,,
2192.25,2192.75,other,,,,,
2192.75,2193.25,traffic,,,,,
2193.25,2193.75,traffic,,,,,
2193.75,2194.25,traffic,,,,,
2194.25,2194.75,other,,,,,
2194.75,2195.25,other,,,,,
2195.25,2195.75,other,,,,,
2195.75,2196.25,other,,,,,
2196.25,2196.75,traffic,,,,,
2196.75,2197.25,traffic,,,,,
2197.25,2197.75,traffic,,,,,
2197.75,2198.25,other,,,,,
2198.25,2198.75,other,,,,,
2198.75,2199.25,traffic,,,,,
2199.25,2199.75,traffic,,,,,
2199.75,2200.25,traffic,,,,,
2200.25,2200.75,other,,,,,
2200.75,2201.25,traffic,,,,,
2201.25,2201.75,traffic,,,,,
2201.75,2202.25,traffic,,,,,
2202.25,2202.75,traffic,,,,,
2202.75,2203.25,traffic,,,,,
2203.25,2203.75,other,,,,,
2203.75,2204.25,traffic,,,,,
2204.25,2204.75,traffic,,,,,
2204.75,2205.25,other,,,,,
2205.25,2205.75,other,,,,,
2205.75,2206.25,other,,,,,
2206.25,2206.75,other,,,,,
2206.75,2207.25,other,,,,,
2207.25,2207.75,traffic,,,,,
2207.75,2208.25,traffic,,,,,
2208.25,2208.75,other,,,,,
2208.75,2209.25,other,,,,,
2209.25,2209.75,other,,,,,
2209.75,2210.25,other,,,,,
2210.25,2210.75,other,,,,,
2210.75,2211.25,other,,,,,
2211.25,2211.75,traffic,,,,,
2211.75,2212.25,traffic,,,,,
2212.25,2212.75,traffic,,,,,
2212.75,2213.25,traffic,,,,,
2213.25,2213.75,other,,,,,
2213.75,2214.25,other,,,,,
2214.25,2214.75,traffic,,,,,
2214.75,2215.25,other,,,,,
2215.25,2215.75,other,,,,,
2215.75,2216.25,other,,,,,
2216.25,2216.75,other,,,,,
2216.75,2217.25,traffic,,,,,
2217.25,2217.75,traffic,,,,,
2217.75,2218.25,traffic,,,,,
2218.25,2218.75,other,,,,,
2218.75,2219.25,traffic,,,,,
2219.25,2219.75,traffic,,,,,
2219.75,2220.25,traffic,,,,,
2220.25,2220.75,other,,,,,
2220.75,2221.25,other,,,,,
2221.25,2221.75,traffic,,,,,
2221.75,2222.25,traffic,,,,,
2222.25,2222.75,other,,,,,
2222.75,2223.25,traffic,,,,,
2223.25,2223.75,traffic,,,,,
2223.75,2224.25,other,,,,,
2224.25,2224.75,other,,,,,
2224.75,2225.25,traffic,,,,,
2225.25,2225.75,traffic,,,,,
2225.75,2226.25,traffic,,,,,
2226.25,2226.75,traffic,,,,,
2226.75,2227.25,traffic,,,,,
2227.25,2227.75,traffic,,,,,
2227.75,2228.25,other,,,,,
2228.25,2228.75,traffic,,,,,
2228.75,2229.25,traffic,,,,,
2229.25,2229.75,traffic,,,,,
2229.75,2230.25,traffic,,,,,
2230.25,2230.75,traffic,,,,,
2230.75,2231.25,traffic,,,,,
2231.25,2231.75,traffic,,,,,
2231.75,2232.25,traffic,,,,,
2232.25,2232.75,other,,,,,
2232.75,2233.25,traffic,,,,,
2233.25,2233.75,other,,,,,
2233.75,2234.25,other,,,,,
2234.25,2234.75,traffic,,,,,
2234.75,2235.25,traffic,,,,,
2235.25,2235.75,traffic,,,,,
2235.75,2236.25,other,,,,,
2236.25,2236.75,other,,,,,
2236.75,2237.25,traffic,,,,,
2237.25,2237.75,traffic,,,,,
2237.75,2238.25,traffic,,,,,
2238.25,2238.75,traffic,,,,,
2238.75,2239.25,traffic,,,,,
2239.25,2239.75,traffic,,,,,
2239.75,2240.25,other,,,,,
2240.25,2240.75,traffic,,,,,
2240.75,2241.25,traffic,,,,,
2241.25,2241.75,traffic,,,,,
2241.75,2242.25,traffic,,,,,
2242.25,2242.75,traffic,,,,,
2242.75,2243.25,traffic,,,,,
2243.25,2243.75,traffic,,,,,
2243.75,2244.25,traffic,,,,,
2244.25,2244.75,traffic,,,,,
2244.75,2245.25,traffic,,,,,
2245.25,2245.75,traffic,,,,,
2245.75,2246.25,traffic,,,,,
2246.25,2246.75,traffic,,,,,
2246.75,2247.25,traffic,,,,,
2247.25,2247.75,traffic,,,,,
2247.75,2248.25,traffic,,,,,
2248.25,2248.75,other,,,,,
2248.75,2249.25,other,,,,,
2249.25,2249.75,traffic,,,,,
2249.75,2250.25,other,,,,,
2250.25,2250.75,traffic,,,,,
2250.75,2251.25,traffic,,,,,
2251.25,2251.75,traffic,,,,,
2251.75,2252.25,traffic,,,,,
2252.25,2252.75,traffic,,,,,
2252.75,2253.25,traffic,,,,,
2253.25,2253.75,traffic,,,,,
2253.75,2254.25,traffic,,,,,
2254.25,2254.75,traffic,,,,,
2254.75,2255.25,traffic,,,,,
2255.25,2255.75,traffic,,,,,
2255.75,2256.25,traffic,,,,,
2256.25,2256.75,other,,,,,
2256.75,2257.25,other,,,,,
2257.25,2257.75,traffic,,,,,
2257.75,2258.25,traffic,,,,,
2258.25,2258.75,traffic,,,,,
2258.75,2259.25,traffic,,,,,
2259.25,2259.75,traffic,,,,,
2259.75,2260.25,traffic,,,,,
2260.25,2260.75,traffic,,,,,
2260.75,2261.25,traffic,,,,,
2261.25,2261.75,traffic,,,,,
2261.75,2262.25,traffic,,,,,
2262.25,2262.75,traffic,,,,,
2262.75,2263.25,other,,,,,
2263.25,2263.75,traffic,,,,,
2263.75,2264.25,traffic,,,,,
2264.25,2264.75,other,,,,,
2264.75,2265.25,other,,,,,
2265.25,2265.75,traffic,,,,,
2265.75,2266.25,traffic,,,,,
2266.25,2266.75,traffic,,,,,
2266.75,2267.25,traffic,,,,,
2267.25,2267.75,other,,,,,
2267.75,2268.25,traffic,,,,,
2268.25,2268.75,traffic,,,,,
2268.75,2269.25,traffic,,,,,
2269.25,2269.75,traffic,,,,,
2269.75,2270.25,traffic,,,,,
2270.25,2270.75,traffic,,,,,
2270.75,2271.25,traffic,,,,,
2271.25,2271.75,traffic,,,,,
2271.75,2272.25,traffic,,,,,
2272.25,2272.75,traffic,,,,,
2272.75,2273.25,traffic,,,,,
2273.25,2273.75,traffic,,,,,
2273.75,2274.25,traffic,,,,,
2274.25,2274.75,traffic,,,,,
2274.75,2275.25,traffic,,,,,
2275.25,2275.75,traffic,,,,,
2275.75,2276.25,traffic,,,,,
2276.25,2276.75,traffic,,,,,
2276.75,2277.25,traffic,,,,,
2277.25,2277.75,traffic,,,,,
2277.75,2278.25,traffic,,,,,
2278.25,2278.75,traffic,,,,,
2278.75,2279.25,traffic,,,,,
2279.25,2279.75,traffic,,,,,
2279.75,2280.25,other,,,,,
2280.25,2280.75,traffic,,,,,
2280.75,2281.25,traffic,,,,,
2281.25,2281.75,traffic,,,,,
2281.75,2282.25,traffic,,,,,
2282.25,2282.75,traffic,,,,,
2282.75,2283.25,traffic,,,,,
2283.25,2283.75,traffic,,,,,
2283.75,2284.25,traffic,,,,,
2284.25,2284.75,traffic,,,,,
2284.75,2285.25,traffic,,,,,
2285.25,2285.75,traffic,,,,,
2285.75,2286.25,other,,,,,
2286.25,2286.75,other,,,,,
2286.75,2287.25,traffic,,,,,
2287.25,2287.75,traffic,,,,,
2287.75,2288.25,traffic,,,,,
2288.25,2288.75,traffic,,,,,
2288.75,2289.25,traffic,,,,,
2289.25,2289.75,traffic,,,,,
2289.75,2290.25,traffic,,,,,
2290.25,2290.75,traffic,,,,,
2290.75,2291.25,traffic,,,,,
2291.25,2291.75,traffic,,,,,
2291.75,2292.25,traffic,,,,,
2292.25,2292.75,traffic,,,,,
2292.75,2293.25,traffic,,,,,
2293.25,2293.75,traffic,,,,,
2293.75,2294.25,traffic,,,,,
2294.25,2294.75,traffic,,,,,
2294.75,2295.25,traffic,,,,,
2295.25,2295.75,traffic,,,,,
2295.75,2296.25,traffic,,,,,
2296.25,2296.75,other,,,,,
2296.75,2297.25,traffic,,,,,
2297.25,2297.75,traffic,,,,,
2297.75,2298.25,traffic,,,,,
2298.25,2298.75,traffic,,,,,
2298.75,2299.25,traffic,,,,,
2299.25,2299.75,traffic,,,,,
2299.75,2300.25,traffic,,,,,
2300.25,2300.75,traffic,,,,,
2300.75,2301.25,traffic,,,,,
2301.25,2301.75,traffic,,,,,
2301.75,2302.25,traffic,,,,,
2302.25,2302.75,traffic,,,,,
2302.75,2303.25,traffic,,,,,
2303.25,2303.75,traffic,,,,,
2303.75,2304.25,traffic,,,,,
2304.25,2304.75,traffic,,,,,
2304.75,2305.25,traffic,,,,,
2305.25,2305.75,traffic,,,,,
2305.75,2306.25,traffic,,,,,
2306.25,2306.75,traffic,,,,,
2306.75,2307.25,traffic,,,,,
2307.25,2307.75,traffic,,,,,
2307.75,2308.25,traffic,,,,,
2308.25,2308.75,traffic,,,,,
2308.75,2309.25,traffic,,,,,
2309.25,2309.75,traffic,,,,,
2309.75,2310.25,traffic,,,,,
2310.25,2310.75,traffic,,,,,
2310.75,2311.25,traffic,,,,,
2311.25,2311.75,traffic,,,,,
2311.75,2312.25,other,,,,,
2312.25,2312.75,traffic,,,,,
2312.75,2313.25,traffic,,,,,
2313.25,2313.75,traffic,,,,,
2313.75,2314.25,traffic,,,,,
2314.25,2314.75,traffic,,,,,
2314.75,2315.25,traffic,,,,,
2315.25,2315.75,traffic,,,,,
2315.75,2316.25,traffic,,,,,
2316.25,2316.75,traffic,,,,,
2316.75,2317.25,other,,,,,
2317.25,2317.75,traffic,,,,,
2317.75,2318.25,other,,,,,
2318.25,2318.75,other,,,,,
2318.75,2319.25,traffic,,,,,
2319.25,2319.75,traffic,,,,,
2319.75,2320.25,traffic,,,,,
2320.25,2320.75,other,,,,,
2320.75,2321.25,traffic,,,,,
2321.25,2321.75,other,,,,,
2321.75,2322.25,traffic,,,,,
2322.25,2322.75,traffic,,,,,
2322.75,2323.25,traffic,,,,,
2323.25,2323.75,traffic,,,,,
2323.75,2324.25,other,,,,,
2324.25,2324.75,traffic,,,,,
2324.75,2325.25,traffic,,,,,
2325.25,2325.75,other,,,,,
2325.75,2326.25,other,,,,,
2326.25,2326.75,traffic,,,,,
2326.75,2327.25,traffic,,,,,
2327.25,2327.75,traffic,,,,,
2327.75,2328.25,traffic,,,,,
2328.25,2328.75,other,,,,,
2328.75,2329.25,traffic,,,,,
2329.25,2329.75,traffic,,,,,
2329.75,2330.25,traffic,,,,,
2330.25,2330.75,traffic,,,,,
2330.75,2331.25,traffic,,,,,
2331.25,2331.75,traffic,,,,,
2331.75,2332.25,traffic,,,,,
2332.25,2332.75,traffic,,,,,
2332.75,2333.25,traffic,,,,,
2333.25,2333.75,traffic,,,,,
2333.75,2334.25,traffic,,,,,
2334.25,2334.75,traffic,,,,,
2334.75,2335.25,traffic,,,,,
2335.25,2335.75,traffic,,,,,
2335.75,2336.25,traffic,,,,,
2336.25,2336.75,traffic,,,,,
2336.75,2337.25,traffic,,,,,
2337.25,2337.75,traffic,,,,,
2337.75,2338.25,traffic,,,,,
2338.25,2338.75,traffic,,,,,
2338.75,2339.25,traffic,,,,,
2339.25,2339.75,traffic,,,,,
2339.75,2340.25,traffic,,,,,
2340.25,2340.75,traffic,,,,,
2340.75,2341.25,traffic,,,,,
2341.25,2341.75,other,,,,,
2341.75,2342.25,other,,,,,
2342.25,2342.75,other,,,,,
2342.75,2343.25,traffic,,,,,
2343.25,2343.75,other,,,,,
2343.75,2344.25,traffic,,,,,
2344.25,2344.75,other,,,,,
2344.75,2345.25,traffic,,,,,
2345.25,2345.75,other,,,,,
2345.75,2346.25,traffic,,,,,
2346.25,2346.75,traffic,,,,,
2346.75,2347.25,other,,,,,
2347.25,2347.75,traffic,,,,,
2347.75,2348.25,other,,,,,
2348.25,2348.75,other,,,,,
2348.75,2349.25,other,,,,,
2349.25,2349.75,other,,,,,
2349.75,2350.25,traffic,,,,,
2350.25,2350.75,traffic,,,,,
2350.75,2351.25,traffic,,,,,
2351.25,2351.75,traffic,,,,,
2351.75,2352.25,other,,,,,
2352.25,2352.75,other,,,,,
2352.75,2353.25,other,,,,,
2353.25,2353.75,other,,,,,
2353.75,2354.25,other,,,,,
2354.25,2354.75,other,,,,,
2354.75,2355.25,other,,,,,
2355.25,2355.75,traffic,,,,,
2355.75,2356.25,traffic,,,,,
2356.25,2356.75,traffic,,,,,
2356.75,2357.25,other,,,,,
2357.25,2357.75,other,,,,,
2357.75,2358.25,traffic,,,,,
2358.25,2358.75,other,,,,,
2358.75,2359.25,other,,,,,
2359.25,2359.75,other,,,,,
2359.75,2360.25,other,,,,,
2360.25,2360.75,other,,,,,
2360.75,2361.25,other,,,,,
2361.25,2361.75,traffic,,,,,
2361.75,2362.25,traffic,,,,,
2362.25,2362.75,other,,,,,
2362.75,2363.25,other,,,,,
2363.25,2363.75,other,,,,,
2363.75,2364.25,other,,,,,
2364.25,2364.75,other,,,,,
2364.75,2365.25,traffic,,,,,
2365.25,2365.75,other,,,,,
2365.75,2366.25,traffic,,,,,
2366.25,2366.75,traffic,,,,,
2366.75,2367.25,other,,,,,
2367.25,2367.75,traffic,,,,,
2367.75,2368.25,traffic,,,,,
2368.25,2368.75,traffic,,,,,
2368.75,2369.25,traffic,,,,,
2369.25,2369.75,traffic,,,,,
2369.75,2370.25,traffic,,,,,
2370.25,2370.75,traffic,,,,,
2370.75,2371.25,other,,,,,
2371.25,2371.75,traffic,,,,,
2371.75,2372.25,traffic,,,,,
2372.25,2372.75,traffic,,,,,
2372.75,2373.25,other,,,,,
2373.25,2373.75,traffic,,,,,
2373.75,2374.25,traffic,,,,,
2374.25,2374.75,traffic,,,,,
2374.75,2375.25,other,,,,,
2375.25,2375.75,other,,,,,
2375.75,2376.25,traffic,,,,,
2376.25,2376.75,other,,,,,
2376.75,2377.25,other,,,,,
2377.25,2377.75,other,,,,,
2377.75,2378.25,traffic,,,,,
2378.25,2378.75,other,,,,,
2378.75,2379.25,other,,,,,
2379.25,2379.75,traffic,,,,,
2379.75,2380.25,traffic,,,,,
2380.25,2380.75,traffic,,,,,
2380.75,2381.25,traffic,,,,,
2381.25,2381.75,traffic,,,,,
2381.75,2382.25,traffic,,,,,
2382.25,2382.75,traffic,,,,,
2382.75,2383.25,traffic,,,,,
2383.25,2383.75,traffic,,,,,
2383.75,2384.25,traffic,,,,,
2384.25,2384.75,other,,,,,
2384.75,2385.25,other,,,,,
2385.25,2385.75,traffic,,,,,
2385.75,2386.25,traffic,,,,,
2386.25,2386.75,traffic,,,,,
2386.75,2387.25,traffic,,,,,
2387.25,2387.75,traffic,,,,,
2387.75,2388.25,traffic,,,,,
2388.25,2388.75,traffic,,,,,
2388.75,2389.25,traffic,,,,,
2389.25,2389.75,traffic,,,,,
2389.75,2390.25,traffic,,,,,
2390.25,2390.75,traffic,,,,,
2390.75,2391.25,traffic,,,,,
2391.25,2391.75,traffic,,,,,
2391.75,2392.25,traffic,,,,,
2392.25,2392.75,traffic,,,,,
2392.75,2393.25,traffic,,,,,
2393.25,2393.75,traffic,,,,,
2393.75,2394.25,traffic,,,,,
2394.25,2394.75,traffic,,,,,
2394.75,2395.25,traffic,,,,,
2395.25,2395.75,traffic,,,,,
